CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,EDGE_COUNT,MAINTENANCE_SEVERITY,HALSTEAD_EFFORT,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,PARAMETER_COUNT,HALSTEAD_CONTENT,NODE_COUNT,NUM_UNIQUE_OPERATORS,HALSTEAD_VOLUME,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,NUM_OPERATORS,HALSTEAD_DIFFICULTY,CYCLOMATIC_DENSITY,Defective
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2820.14,0.1,156.67,0,27.11,14,12,276.48,3,0.25,17,10,9,45,10.2,0.44,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.25,13,7,8,36,10.21,0.5,N
8,7,36,0.13,9828.62,0.06,546.03,0,34.01,30,13,578.15,6,0.32,34,13,18,89,17.0,0.44,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.25,13,7,8,36,10.21,0.5,N
9,6,37,1.0,10026.48,0.05,557.03,0,24.69,30,13,497.59,4,0.32,31,10,18,79,20.15,0.45,N
12,11,56,0.08,28663.33,0.02,1592.41,0,16.85,46,11,694.87,2,0.38,45,6,24,125,41.25,0.5,N
5,4,21,0.2,3508.99,0.07,194.94,0,19.67,18,11,262.71,3,0.28,17,7,10,46,13.36,0.5,N
5,4,21,0.2,3564.69,0.07,198.04,0,19.98,18,11,266.88,3,0.26,17,7,10,47,13.36,0.5,N
6,5,26,0.17,5163.5,0.07,286.86,0,26.14,22,11,367.36,4,0.27,23,9,13,62,14.06,0.46,N
6,5,26,0.17,4783.7,0.07,265.76,0,22.95,22,11,331.34,4,0.32,21,8,12,57,14.44,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.27,13,7,8,36,10.21,0.5,N
9,8,41,0.11,13190.87,0.05,732.83,0,31.13,34,13,640.85,5,0.33,38,12,20,100,20.58,0.45,N
4,3,16,0.25,3654.41,0.08,203.02,0,21.62,14,13,281.11,3,0.24,16,8,10,48,13.0,0.4,N
6,5,26,0.17,4722.37,0.07,262.35,0,22.66,22,11,327.09,4,0.32,21,8,12,56,14.44,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
5,4,21,0.2,3127.8,0.09,173.77,0,22.9,18,11,267.62,4,0.26,17,8,10,46,11.69,0.5,N
5,4,21,0.2,3127.8,0.09,173.77,0,22.9,18,11,267.62,4,0.26,17,8,10,46,11.69,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
4,3,16,0.25,3040.34,0.09,168.91,0,22.77,14,13,263.11,2,0.21,16,9,12,43,11.56,0.33,N
4,3,16,0.25,3493.09,0.09,194.06,0,25.52,14,13,298.56,3,0.22,18,10,11,48,11.7,0.36,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.21,9,6,6,25,7.5,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.21,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2087.05,0.1,115.95,0,20.0,14,11,204.33,3,0.27,13,7,8,36,10.21,0.5,N
12,11,54,0.83,21507.84,0.03,1194.88,0,23.38,44,13,709.05,5,0.3,42,9,28,117,30.33,0.43,N
5,4,21,0.2,3620.39,0.07,201.13,0,20.29,18,11,271.05,3,0.29,17,7,10,48,13.36,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
2,1,6,0.5,390.69,0.2,21.7,0,15.63,6,10,78.14,1,0.18,5,5,4,15,5.0,0.5,N
10,9,46,0.1,13929.48,0.04,773.86,0,26.8,38,12,610.94,5,0.36,38,10,21,99,22.8,0.48,N
3,2,11,0.33,1180.25,0.12,65.57,0,17.34,10,11,143.06,2,0.23,9,6,6,26,8.25,0.5,N
3,2,11,0.33,1180.25,0.12,65.57,0,17.34,10,11,143.06,2,0.23,9,6,6,26,8.25,0.5,N
9,7,38,0.78,12519.46,0.05,695.53,0,27.48,31,15,586.5,6,0.25,37,13,16,85,21.35,0.39,N
5,4,21,0.2,4140.26,0.06,230.01,0,17.05,18,11,265.69,2,0.29,17,6,10,48,15.58,0.5,N
3,2,11,0.33,1426.24,0.12,79.24,0,20.95,10,12,172.88,2,0.2,11,8,7,29,8.25,0.43,N
5,4,21,0.2,3513.33,0.07,195.19,0,17.51,18,10,248.0,2,0.28,17,6,10,45,14.17,0.5,N
16,15,76,0.06,38239.73,0.03,2124.43,0,32.38,62,12,1112.8,5,0.3,63,11,48,183,34.36,0.33,N
4,3,16,0.25,2437.9,0.08,135.44,0,14.43,14,10,187.53,1,0.27,13,5,8,35,13.0,0.5,N
3,2,11,0.33,1420.02,0.12,78.89,0,19.33,10,12,165.67,2,0.21,10,7,7,29,8.57,0.43,N
7,5,37,1.0,16463.18,0.04,914.62,0,21.47,32,18,594.5,2,0.11,40,13,29,80,27.69,0.22,N
10,9,46,0.1,12066.79,0.05,670.38,0,29.14,38,11,592.96,6,0.32,37,10,20,98,20.35,0.5,N
3,2,11,0.33,1020.0,0.13,56.67,0,18.13,10,10,136.0,2,0.23,9,6,6,25,7.5,0.5,N
4,3,16,0.25,2435.45,0.08,135.3,0,17.15,14,11,204.37,2,0.27,13,6,8,37,11.92,0.5,N
7,6,31,0.14,8090.65,0.05,449.48,0,21.28,26,12,414.91,3,0.32,26,8,15,70,19.5,0.47,N
26,13,80,1.0,52562.96,0.03,2920.16,0,44.63,56,26,1531.55,11,0.34,66,25,67,204,34.32,0.39,N
10,9,46,0.1,16559.04,0.04,919.95,0,24.5,38,12,636.89,3,0.36,39,9,21,106,26.0,0.48,N
5,4,21,0.2,3513.33,0.07,195.19,0,17.51,18,10,248.0,2,0.29,17,6,10,45,14.17,0.5,N
5,4,21,0.2,4117.85,0.06,228.77,0,14.25,18,10,242.23,1,0.29,17,5,10,45,17.0,0.5,N
3,2,11,0.33,1651.29,0.11,91.74,0,18.58,10,11,175.14,2,0.2,12,7,7,30,9.43,0.43,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
1,1,107,1.0,111346.25,0.1,6185.9,0,1028.47,108,9,10701.25,10,0.01,511,221,107,853,10.4,0.01,N
1,1,2,1.0,2818.28,0.06,156.57,2,9.38,3,8,162.59,1,0.11,13,3,7,34,17.33,0.14,N
2,1,7,0.5,30339.54,0.02,1685.53,3,14.66,7,7,666.8,0,0.09,65,5,19,121,45.5,0.11,N
1,1,1,1.0,3810.23,0.05,211.68,2,7.87,2,4,173.19,0,0.07,22,2,12,45,22.0,0.08,N
1,1,2,1.0,12329.41,0.03,684.97,2,9.51,3,8,342.48,1,0.06,27,3,14,72,36.0,0.07,N
2,1,7,0.5,1706.44,0.08,94.8,0,12.05,7,7,143.4,0,0.2,17,5,7,23,11.9,0.29,N
2,1,7,0.5,1706.44,0.08,94.8,3,12.05,7,7,143.4,0,0.22,17,5,7,23,11.9,0.29,N
2,1,7,0.5,978.69,0.11,54.37,3,11.82,7,7,107.55,0,0.25,13,5,6,17,9.1,0.33,N
1,1,2,1.0,14045.29,0.03,780.29,2,9.39,3,8,363.24,1,0.06,29,3,15,76,38.67,0.07,N
2,2,7,0.5,800.0,0.12,44.44,3,11.52,7,10,96.0,1,0.25,10,6,5,14,8.33,0.4,N
1,1,1,1.0,21097.27,0.02,1172.07,2,10.42,2,5,468.83,0,0.05,36,2,19,131,45.0,0.05,N
